category,product_name,product_url,price,old_price,discount,reviews,rating
rc_drones,RUSHFPV GNSS Micro M10 GPS Module 10HZ Rate Built-in Ceramic Antenna for FPV Freestyle Drone DIY Parts,https://www.banggood.com/RUSHFPV-GNSS-Micro-M10-GPS-Module-10HZ-Rate-Built-in-Ceramic-Antenna-for-RC-FPV-Freestyle-Drone-DIY-Parts-p-1989921.html?cur_warehouse=CN&rmmds=search,£11.60,,,21 reviews,4.95
rc_drones,Foxeer M10Q 180 5883 Compass GPS M10 Chip Built-in Ceramic Atenna for Drone FPV Racing,https://www.banggood.com/Foxeer-M10Q-180-5883-Compass-GPS-M10-Chip-Built-in-Ceramic-Atenna-for-RC-Drone-FPV-Racing-p-1986091.html?cur_warehouse=CN&rmmds=search,£20.12,,,16 reviews,4.94
rc_drones,2 Pairs Foxeer Donut 5145 5.1x4.5 5.1 Inch Props Toroidal Propeller Blades 5mm Shaft Hole for Drone FPV Racing,https://www.banggood.com/2-Pairs-Foxeer-Donut-5145-5_1x4_5-5_1-Inch-Props-Toroidal-Propeller-Blades-5mm-Shaft-Hole-for-RC-Drone-FPV-Racing-p-1988117.html?cur_warehouse=CN&ID=6287832&rmmds=search,£5.41,,,47 reviews,4.91
rc_drones,HSKRC Butterfly 30 140mm Wheelbase 3 Inch 3K Carbon Fiber Duct Frame Kit for DIY Drone FPV Racing,https://www.banggood.com/HSKRC-Butterfly-30-140mm-Wheelbase-3-Inch-3K-Carbon-Fiber-Duct-Frame-Kit-for-DIY-RC-Drone-FPV-Racing-p-1989755.html?cur_warehouse=CN&rmmds=search,£17.02,,,8 reviews,4.88
rc_drones,2 Pairs Foxeer New Cyclone T8042 8042 8.0x4.2 8 Inch Propeller for Drone FPV Racing,https://www.banggood.com/2-Pairs-Foxeer-New-Cyclone-T8042-8042-8_0x4_2-8-Inch-Propeller-for-RC-Drone-FPV-Racing-p-1996840.html?cur_warehouse=CN&rmmds=search,£10.52,,,0 review,
rc_drones,6 Pairs/12Pairs Gemfan Hurricane 3630 3.6x3.0 3.6 Inch 3-Blade Propeller PC T Mount M5 for Drone FPV Racing,https://www.banggood.com/6-Pairs-or-12Pairs-Gemfan-Hurricane-3630-3_6x3_0-3_6-Inch-3-Blade-Propeller-PC-T-Mount-M5-for-RC-Drone-FPV-Racing-p-1990912.html?cur_warehouse=CN&ID=63114786324484&rmmds=search,£8.51,,,14 reviews,4.43
rc_drones,6 Pairs HQProp 4X3X3V2 4030 4 Inch 3-Blade Propeller 5mm Hole Poly Carbonate for Drone FPV Racing,https://www.banggood.com/6-Pairs-HQProp-4X3X3V2-4030-4-Inch-3-Blade-Propeller-5mm-Hole-Poly-Carbonate-for-RC-Drone-FPV-Racing-p-1999831.html?cur_warehouse=CN&ID=62878366324484&rmmds=search,£10.06,,,4 reviews,5.00
rc_drones,2 Pairs Dalprop New Cyclone T7057 7057 7x5.7 7 Inch 3-Blade Long Range Propeller for Drone FPV Racing,https://www.banggood.com/2-Pairs-Dalprop-New-Cyclone-T7057-7057-7x5_7-7-Inch-3-Blade-Long-Range-Propeller-for-RC-Drone-FPV-Racing-p-1986113.html?cur_warehouse=CN&rmmds=search,£6.96,,,2 reviews,5.00
rc_drones,6 Pairs HQProp 5.2X3.2X3 5232 5.2 Inch 3-Blad Propeller 5mm Hole Poly Carbonate for Drone FPV Racing,https://www.banggood.com/6-Pairs-HQProp-5_2X3_2X3-5232-5_2-Inch-3-Blad-Propeller-5mm-Hole-Poly-Carbonate-for-RC-Drone-FPV-Racing-p-2000069.html?cur_warehouse=CN&ID=62878366324484&rmmds=search,£8.51,,,1 review,5.00
rc_drones,6 Pairs HQProp 7X3.7X3 7037 7 Inch 3-Blade Propeller Poly Carbonate for Long Range FPV Racing Drone,https://www.banggood.com/6-Pairs-HQProp-7X3_7X3-7037-7-Inch-3-Blade-Propeller-Poly-Carbonate-for-Long-Range-RC-FPV-Racing-Drone-p-2000071.html?cur_warehouse=CN&ID=62878366324484&rmmds=search,£11.60,,,2 reviews,5.00
rc_drones,20x20mm DarwinFPV 30A 2-6S BLHeli_S 4in1 Brushless ESC Support DShot1200 for Drone FPV Racing,https://www.banggood.com/20x20mm-DarwinFPV-30A-2-6S-BLHeli_S-4in1-Brushless-ESC-Support-DShot1200-for-RC-Drone-FPV-Racing-p-1985015.html?cur_warehouse=CN&ID=6304476&rmmds=search,£26.31,,,5 reviews,5.00
